deliverable_id,discipline,project_phase,planned_value_usd,earned_value_usd,actual_cost_usd,completion_pct,planned_duration_days,actual_duration_days
DEL-10923,Instrumentation & Control,Construction & Erection,4625.33,1192.56,1098.82,25.8,58,58
DEL-10924,Electrical,Engineering & Design,1277.0,1083.28,890.11,84.8,60,88
DEL-10925,Civil & Structural,Construction & Erection,5725.78,1013.51,1278.73,17.7,98,125
DEL-10926,Piping & Layout,Construction & Erection,4773.98,2278.68,2990.43,47.7,40,33
DEL-10927,Piping & Layout,Construction & Erection,5527.82,2212.69,1835.56,40.0,110,134
DEL-10928,Civil & Structural,Construction & Erection,3236.65,2649.9,3269.33,81.9,27,29
DEL-10929,Mechanical Equipment,Construction & Erection,57612.12,33060.81,39101.27,57.4,83,85
DEL-10930,Piping & Layout,Construction & Erection,14590.02,11080.65,8914.75,75.9,58,62
DEL-10931,Piping & Layout,Construction & Erection,1815.95,236.39,232.01,13.0,67,62
DEL-10932,Electrical,Pre-Commissioning,5921.2,2028.71,1933.31,34.3,65,82
DEL-10933,Instrumentation & Control,Construction & Erection,3021.76,2344.12,2700.89,77.6,27,25
DEL-10934,Civil & Structural,Procurement & Fabrication,2182.91,1147.99,982.32,52.6,55,52
DEL-10935,Piping & Layout,Construction & Erection,1682.34,786.65,806.44,46.8,25,30
DEL-10936,Piping & Layout,Procurement & Fabrication,6944.97,3791.23,3552.79,54.6,51,76
DEL-10937,Piping & Layout,Engineering & Design,2849.49,1741.88,1935.23,61.1,74,71
DEL-10938,Instrumentation & Control,Construction & Erection,10660.08,5504.81,5546.0,51.6,46,37
DEL-10939,Piping & Layout,Pre-Commissioning,10883.75,2510.71,2409.57,23.1,59,76
DEL-10940,Mechanical Equipment,Pre-Commissioning,14751.96,10502.65,10586.73,71.2,32,35
DEL-10941,Piping & Layout,Procurement & Fabrication,2485.16,2006.52,2699.59,80.7,107,124
DEL-10942,Mechanical Equipment,Procurement & Fabrication,7188.89,2580.05,2521.91,35.9,93,99
DEL-10943,Mechanical Equipment,Engineering & Design,8151.55,3903.51,3450.11,47.9,34,40
DEL-10944,Electrical,Pre-Commissioning,3363.23,2236.05,2521.18,66.5,58,66
DEL-10945,Piping & Layout,Pre-Commissioning,2650.71,2390.42,2434.58,90.2,50,48
DEL-10946,Piping & Layout,Construction & Erection,17811.8,9511.83,7873.09,53.4,83,100
DEL-10947,Piping & Layout,Construction & Erection,5895.81,3339.75,4591.24,56.6,118,137
DEL-10948,Instrumentation & Control,Construction & Erection,8174.49,4548.28,4489.74,55.6,51,50
DEL-10949,Instrumentation & Control,Construction & Erection,2546.15,1428.26,1404.43,56.1,47,48
DEL-10950,Mechanical Equipment,Engineering & Design,1853.02,1078.8,1147.82,58.2,96,87
DEL-10951,Mechanical Equipment,Procurement & Fabrication,3116.42,1935.47,2515.17,62.1,33,38
DEL-10952,Mechanical Equipment,Construction & Erection,4450.55,2034.52,1603.28,45.7,65,75
DEL-10953,Piping & Layout,Construction & Erection,2097.76,2074.77,2243.65,98.9,46,48
DEL-10954,Instrumentation & Control,Procurement & Fabrication,4876.21,851.05,1151.55,17.5,36,30
DEL-10955,Civil & Structural,Pre-Commissioning,1273.08,522.06,553.02,41.0,119,78
DEL-10956,Civil & Structural,Engineering & Design,2006.13,1445.49,1235.46,72.1,15,15
DEL-10957,Civil & Structural,Procurement & Fabrication,8406.24,5494.51,5204.63,65.4,68,75
DEL-10958,Piping & Layout,Construction & Erection,7966.75,5693.22,6097.62,71.5,103,122
DEL-10959,Piping & Layout,Construction & Erection,3592.12,1614.01,2000.75,44.9,34,44
DEL-10960,Electrical,Construction & Erection,2177.19,1679.6,1661.29,77.1,72,71
DEL-10961,Piping & Layout,Engineering & Design,2160.46,611.13,711.35,28.3,49,36
DEL-10962,Mechanical Equipment,Engineering & Design,3646.0,2259.55,1863.44,62.0,84,80
DEL-10963,Piping & Layout,Construction & Erection,8230.6,3260.39,2684.75,39.6,84,126
DEL-10964,Civil & Structural,Construction & Erection,10327.82,4093.96,3961.23,39.6,75,104
DEL-10965,Piping & Layout,Engineering & Design,3303.62,801.52,1006.47,24.3,77,88
DEL-10966,Civil & Structural,Construction & Erection,1953.16,1254.62,1317.77,64.2,115,112
DEL-10967,Electrical,Procurement & Fabrication,6089.22,3941.56,4270.57,64.7,75,78
DEL-10968,Piping & Layout,Construction & Erection,2543.18,2080.4,2250.39,81.8,71,100
DEL-10969,Mechanical Equipment,Construction & Erection,3246.71,2605.5,3143.23,80.3,17,19
DEL-10970,Civil & Structural,Engineering & Design,14188.98,3339.68,3167.58,23.5,115,113
DEL-10971,Mechanical Equipment,Engineering & Design,9525.16,8320.53,9512.38,87.4,109,144
DEL-10972,Instrumentation & Control,Construction & Erection,5576.85,5046.78,4619.66,90.5,113,76
DEL-10973,Electrical,Construction & Erection,1776.61,1516.37,2028.13,85.4,59,51
DEL-10974,Piping & Layout,Construction & Erection,5820.36,1747.69,1607.77,30.0,29,26
DEL-10975,Piping & Layout,Construction & Erection,11500.27,3322.7,3015.82,28.9,31,39
DEL-10976,Piping & Layout,Construction & Erection,3639.11,3035.25,3406.92,83.4,29,27
DEL-10977,Mechanical Equipment,Pre-Commissioning,14485.32,5072.69,5336.31,35.0,19,13
DEL-10978,Piping & Layout,Procurement & Fabrication,13824.48,4019.26,4377.09,29.1,100,92
DEL-10979,Civil & Structural,Procurement & Fabrication,18601.29,15960.4,17143.02,85.8,60,58
DEL-10980,Mechanical Equipment,Procurement & Fabrication,6274.16,3383.67,2965.59,53.9,25,26
DEL-10981,Piping & Layout,Engineering & Design,7862.92,4088.38,5241.32,52.0,78,85
DEL-10982,Electrical,Construction & Erection,15234.99,6058.44,7112.79,39.8,106,133
DEL-10983,Piping & Layout,Engineering & Design,7029.81,6670.91,8297.56,94.9,28,28
DEL-10984,Piping & Layout,Pre-Commissioning,3291.22,874.33,840.02,26.6,53,50
DEL-10985,Electrical,Construction & Erection,3432.92,1699.32,1873.46,49.5,81,87
DEL-10986,Civil & Structural,Construction & Erection,5948.2,3387.69,3623.49,57.0,69,76
DEL-10987,Mechanical Equipment,Procurement & Fabrication,1750.31,960.96,1161.99,54.9,56,53
DEL-10988,Civil & Structural,Engineering & Design,4382.58,3138.75,3810.55,71.6,89,64
DEL-10989,Piping & Layout,Engineering & Design,11816.33,5274.39,5638.09,44.6,108,104
DEL-10990,Electrical,Procurement & Fabrication,851.5,88.82,72.15,10.4,116,142
DEL-10991,Electrical,Engineering & Design,16774.01,7754.97,10135.35,46.2,19,20
DEL-10992,Mechanical Equipment,Construction & Erection,12063.01,6580.35,7392.35,54.5,66,86
DEL-10993,Piping & Layout,Construction & Erection,3402.24,305.75,290.08,9.0,36,42
DEL-10994,Mechanical Equipment,Construction & Erection,7590.95,4116.25,4531.91,54.2,91,87
DEL-10995,Civil & Structural,Construction & Erection,4927.16,1099.39,894.17,22.3,58,79
DEL-10996,Piping & Layout,Engineering & Design,13147.57,7174.23,8596.9,54.6,99,88
DEL-10997,Instrumentation & Control,Construction & Erection,10787.53,1869.13,1531.41,17.3,73,53
DEL-10998,Piping & Layout,Construction & Erection,1603.5,819.97,825.61,51.1,115,130
DEL-10999,Instrumentation & Control,Engineering & Design,7862.11,5120.26,5512.82,65.1,39,35
DEL-11000,Civil & Structural,Construction & Erection,4169.28,3940.98,4712.73,94.5,35,37
DEL-11001,Piping & Layout,Engineering & Design,5251.48,3573.74,3773.81,68.1,106,90
DEL-11002,Civil & Structural,Construction & Erection,2744.8,2274.65,2582.28,82.9,78,83
DEL-11003,Instrumentation & Control,Pre-Commissioning,19900.69,9173.43,9501.61,46.1,119,138
DEL-11004,Electrical,Engineering & Design,11294.25,7137.6,7388.64,63.2,82,97
DEL-11005,Electrical,Construction & Erection,2719.44,1753.02,1845.62,64.5,107,89
DEL-11006,Mechanical Equipment,Construction & Erection,1689.71,394.36,398.95,23.3,61,48
DEL-11007,Mechanical Equipment,Pre-Commissioning,3610.0,1761.41,1386.26,48.8,49,56
DEL-11008,Electrical,Procurement & Fabrication,6957.69,3732.62,3451.75,53.6,101,99
DEL-11009,Piping & Layout,Construction & Erection,5956.06,4600.47,4953.4,77.2,21,20
DEL-11010,Civil & Structural,Engineering & Design,13393.25,12984.43,13018.6,96.9,70,73
DEL-11011,Piping & Layout,Procurement & Fabrication,9245.9,7107.5,7225.69,76.9,66,68
DEL-11012,Instrumentation & Control,Engineering & Design,10674.95,9041.92,8965.04,84.7,60,68
DEL-11013,Instrumentation & Control,Pre-Commissioning,6383.58,5176.53,4713.03,81.1,23,27
DEL-11014,Piping & Layout,Construction & Erection,1617.38,875.15,845.42,54.1,72,90
DEL-11015,Electrical,Construction & Erection,4202.53,1668.44,1658.39,39.7,37,37
DEL-11016,Instrumentation & Control,Pre-Commissioning,11476.67,2765.34,2878.09,24.1,17,21
DEL-11017,Piping & Layout,Engineering & Design,4716.31,3289.28,3614.95,69.7,75,88
DEL-11018,Mechanical Equipment,Procurement & Fabrication,7350.12,3890.87,3941.13,52.9,23,28
DEL-11019,Instrumentation & Control,Engineering & Design,3808.54,2108.9,1867.54,55.4,67,56
DEL-11020,Piping & Layout,Engineering & Design,2156.3,1738.59,1443.53,80.6,82,85
DEL-11021,Mechanical Equipment,Engineering & Design,4452.96,2160.06,3088.05,48.5,63,91
DEL-11022,Piping & Layout,Procurement & Fabrication,6293.28,3858.0,3358.49,61.3,103,81
DEL-11023,Instrumentation & Control,Engineering & Design,2908.67,2173.85,2091.69,74.7,84,119
DEL-11024,Instrumentation & Control,Engineering & Design,4070.13,1737.28,1941.5,42.7,62,87
DEL-11025,Instrumentation & Control,Engineering & Design,2317.93,1876.56,2053.2,81.0,96,116
DEL-11026,Civil & Structural,Engineering & Design,12032.85,4350.2,4864.09,36.2,21,17
DEL-11027,Instrumentation & Control,Pre-Commissioning,3883.28,1387.4,1350.76,35.7,113,115
DEL-11028,Electrical,Construction & Erection,15712.38,9967.46,10722.84,63.4,45,55
DEL-11029,Piping & Layout,Pre-Commissioning,16697.23,4224.53,4432.38,25.3,116,92
DEL-11030,Electrical,Procurement & Fabrication,4606.22,3229.46,3207.43,70.1,70,84
DEL-11031,Piping & Layout,Engineering & Design,2193.47,972.58,1047.28,44.3,110,119
DEL-11032,Mechanical Equipment,Construction & Erection,926.38,346.02,414.64,37.4,113,107
DEL-11033,Piping & Layout,Procurement & Fabrication,1513.79,1311.98,1360.09,86.7,75,63
DEL-11034,Piping & Layout,Engineering & Design,1637.51,1504.41,1561.08,91.9,106,143
DEL-11035,Piping & Layout,Engineering & Design,14805.82,7264.78,8719.36,49.1,19,23
DEL-11036,Mechanical Equipment,Engineering & Design,5391.94,1621.8,1920.54,30.1,44,45
DEL-11037,Piping & Layout,Engineering & Design,6712.21,2778.6,3549.91,41.4,36,38
DEL-11038,Electrical,Procurement & Fabrication,831.86,524.27,407.13,63.0,31,31
DEL-11039,Piping & Layout,Construction & Erection,1884.89,769.02,904.19,40.8,24,17
DEL-11040,Piping & Layout,Engineering & Design,9993.24,5391.49,6093.66,54.0,85,112
DEL-11041,Civil & Structural,Engineering & Design,6182.14,5488.25,4978.67,88.8,82,91
DEL-11042,Electrical,Construction & Erection,4368.77,2916.48,3143.2,66.8,56,70
DEL-11043,Piping & Layout,Engineering & Design,7722.35,4040.6,4839.29,52.3,41,40
DEL-11044,Mechanical Equipment,Procurement & Fabrication,18190.2,6210.81,5686.78,34.1,21,23
DEL-11045,Instrumentation & Control,Construction & Erection,4118.18,2490.96,2755.96,60.5,37,42
DEL-11046,Mechanical Equipment,Engineering & Design,5195.23,4547.3,5323.54,87.5,89,113
DEL-11047,Piping & Layout,Engineering & Design,5733.48,1820.82,1601.13,31.8,22,31
DEL-11048,Piping & Layout,Procurement & Fabrication,33312.49,10118.69,10307.47,30.4,22,22
DEL-11049,Instrumentation & Control,Procurement & Fabrication,916.46,288.15,312.69,31.4,115,114
DEL-11050,Piping & Layout,Construction & Erection,8489.44,5428.1,4997.0,63.9,19,19
DEL-11051,Instrumentation & Control,Construction & Erection,4483.5,2047.96,1859.81,45.7,85,80
DEL-11052,Civil & Structural,Engineering & Design,7734.28,6480.68,6608.63,83.8,100,159
DEL-11053,Instrumentation & Control,Construction & Erection,2904.75,1535.04,1781.03,52.8,114,82
DEL-11054,Electrical,Procurement & Fabrication,4725.97,3290.91,3740.32,69.6,16,26
DEL-11055,Instrumentation & Control,Engineering & Design,8683.05,4143.34,3773.7,47.7,102,121
DEL-11056,Civil & Structural,Construction & Erection,59297.84,40181.06,45719.03,67.8,65,68
DEL-11057,Electrical,Engineering & Design,9380.88,5295.09,4842.94,56.4,80,71
DEL-11058,Civil & Structural,Procurement & Fabrication,2493.76,596.23,476.08,23.9,26,27
DEL-11059,Civil & Structural,Engineering & Design,3501.66,1385.55,1364.67,39.6,61,58
DEL-11060,Mechanical Equipment,Procurement & Fabrication,3419.57,2235.71,2701.73,65.4,69,92
DEL-11061,Instrumentation & Control,Procurement & Fabrication,1168.51,630.72,718.01,54.0,40,47
DEL-11062,Instrumentation & Control,Construction & Erection,3774.14,1542.64,1603.99,40.9,116,162
DEL-11063,Electrical,Engineering & Design,8833.12,1507.71,1473.78,17.1,59,59
DEL-11064,Civil & Structural,Procurement & Fabrication,1773.33,285.91,280.63,16.1,76,83
DEL-11065,Civil & Structural,Procurement & Fabrication,11370.6,9177.45,9694.3,80.7,84,87
DEL-11066,Electrical,Construction & Erection,7260.62,2175.4,1913.77,30.0,101,100
DEL-11067,Piping & Layout,Construction & Erection,2731.52,1631.83,1611.9,59.7,16,14
DEL-11068,Piping & Layout,Construction & Erection,4388.65,2315.37,2333.12,52.8,40,48
DEL-11069,Civil & Structural,Construction & Erection,17652.94,4221.12,3534.51,23.9,28,32
DEL-11070,Piping & Layout,Construction & Erection,8838.2,6838.68,6252.15,77.4,96,101
DEL-11071,Piping & Layout,Procurement & Fabrication,4949.43,4544.92,5006.57,91.8,116,135
DEL-11072,Piping & Layout,Procurement & Fabrication,4063.72,1663.63,1732.55,40.9,71,69
DEL-11073,Piping & Layout,Construction & Erection,5225.4,2103.99,2090.7,40.3,46,49
DEL-11074,Piping & Layout,Pre-Commissioning,3263.61,1287.0,1162.52,39.4,76,94
DEL-11075,Instrumentation & Control,Construction & Erection,912.51,556.23,710.05,61.0,92,116
DEL-11076,Civil & Structural,Procurement & Fabrication,25178.41,14513.68,13269.9,57.6,44,60
DEL-11077,Civil & Structural,Engineering & Design,5565.04,2265.42,2441.54,40.7,27,23
DEL-11078,Mechanical Equipment,Procurement & Fabrication,6758.24,5965.47,5767.54,88.3,54,47
DEL-11079,Piping & Layout,Construction & Erection,4692.28,2366.06,2473.58,50.4,45,37
DEL-11080,Instrumentation & Control,Procurement & Fabrication,2729.59,273.08,302.75,10.0,51,47
DEL-11081,Electrical,Procurement & Fabrication,4235.52,2647.35,2209.11,62.5,59,59
DEL-11082,Piping & Layout,Construction & Erection,1367.15,847.79,880.86,62.0,116,133
DEL-11083,Civil & Structural,Procurement & Fabrication,30383.93,29630.68,36108.22,97.5,100,129
DEL-11084,Instrumentation & Control,Construction & Erection,1830.58,1388.18,1810.49,75.8,73,72
DEL-11085,Instrumentation & Control,Procurement & Fabrication,2152.59,380.7,388.5,17.7,42,49
DEL-11086,Civil & Structural,Procurement & Fabrication,3455.74,2875.64,3008.65,83.2,75,99
DEL-11087,Mechanical Equipment,Procurement & Fabrication,13772.93,5612.02,7698.01,40.7,33,32
DEL-11088,Piping & Layout,Construction & Erection,4972.15,1655.85,2003.98,33.3,57,57
DEL-11089,Instrumentation & Control,Engineering & Design,1828.21,1241.51,1176.22,67.9,73,78
DEL-11090,Piping & Layout,Engineering & Design,13406.17,11785.1,11162.28,87.9,30,22
DEL-11091,Instrumentation & Control,Pre-Commissioning,8820.21,4841.03,5729.28,54.9,83,96
DEL-11092,Mechanical Equipment,Engineering & Design,7560.92,3126.63,2777.52,41.4,58,48
DEL-11093,Mechanical Equipment,Construction & Erection,8713.14,2688.19,3234.31,30.9,80,97
DEL-11094,Civil & Structural,Construction & Erection,33372.57,27703.63,30200.97,83.0,24,23
DEL-11095,Piping & Layout,Procurement & Fabrication,28228.18,9486.37,10602.51,33.6,61,58
DEL-11096,Piping & Layout,Construction & Erection,2837.36,2374.99,2378.53,83.7,33,29
DEL-11097,Piping & Layout,Engineering & Design,18017.67,14205.46,13431.64,78.8,98,114
DEL-11098,Piping & Layout,Construction & Erection,6677.74,5802.89,7307.58,86.9,107,125
DEL-11099,Electrical,Procurement & Fabrication,7326.67,2957.39,2966.23,40.4,103,100
DEL-11100,Civil & Structural,Construction & Erection,1269.25,757.26,740.87,59.7,95,135
DEL-11101,Piping & Layout,Engineering & Design,4288.5,3182.19,3271.22,74.2,65,69
DEL-11102,Instrumentation & Control,Construction & Erection,2565.07,419.44,448.36,16.4,27,29
DEL-11103,Instrumentation & Control,Engineering & Design,9532.35,1305.28,1155.66,13.7,77,83
DEL-11104,Instrumentation & Control,Engineering & Design,11578.03,2597.89,2481.68,22.4,30,28
DEL-11105,Instrumentation & Control,Engineering & Design,934.87,701.08,664.13,75.0,67,58
DEL-11106,Piping & Layout,Engineering & Design,4828.89,4689.35,5471.5,97.1,49,48
DEL-11107,Civil & Structural,Construction & Erection,12058.07,8871.55,8047.43,73.6,114,135
DEL-11108,Electrical,Engineering & Design,4232.96,4074.12,3164.1,96.2,73,50
DEL-11109,Mechanical Equipment,Pre-Commissioning,8806.55,5344.71,3981.47,60.7,53,40
DEL-11110,Piping & Layout,Pre-Commissioning,6508.94,5339.65,4375.54,82.0,81,76
DEL-11111,Electrical,Construction & Erection,6459.64,2417.38,3007.78,37.4,87,61
DEL-11112,Piping & Layout,Engineering & Design,3955.84,3354.66,3497.0,84.8,118,92
DEL-11113,Piping & Layout,Procurement & Fabrication,1857.03,1421.18,1584.89,76.5,75,92
DEL-11114,Civil & Structural,Construction & Erection,2003.75,1177.87,1319.77,58.8,64,62
DEL-11115,Mechanical Equipment,Procurement & Fabrication,8668.77,4496.2,4713.94,51.9,67,60
DEL-11116,Mechanical Equipment,Engineering & Design,4991.87,2838.52,2920.22,56.9,60,65
DEL-11117,Piping & Layout,Construction & Erection,4399.25,1771.24,2119.61,40.3,66,71
DEL-11118,Instrumentation & Control,Construction & Erection,3501.29,1875.65,1991.75,53.6,43,56
DEL-11119,Piping & Layout,Construction & Erection,3850.08,1040.68,1300.71,27.0,19,13
DEL-11120,Piping & Layout,Engineering & Design,11356.32,5901.05,6686.63,52.0,81,71
DEL-11121,Instrumentation & Control,Construction & Erection,3758.61,1478.5,1400.63,39.3,88,83
DEL-11122,Instrumentation & Control,Engineering & Design,1681.01,1064.37,1027.58,63.3,109,124
DEL-11123,Instrumentation & Control,Engineering & Design,8909.93,5128.35,4773.88,57.6,89,146
DEL-11124,Electrical,Construction & Erection,4171.78,2044.26,2499.38,49.0,95,112
DEL-11125,Mechanical Equipment,Engineering & Design,5039.77,2289.55,2242.03,45.4,54,54
DEL-11126,Mechanical Equipment,Engineering & Design,17784.15,11343.5,10438.62,63.8,119,97
DEL-11127,Piping & Layout,Engineering & Design,4834.59,4194.88,4563.89,86.8,86,68
DEL-11128,Civil & Structural,Construction & Erection,6194.07,2642.97,2710.17,42.7,16,20
DEL-11129,Civil & Structural,Construction & Erection,1913.83,1135.9,1231.53,59.4,82,74
DEL-11130,Piping & Layout,Construction & Erection,4122.7,2492.5,3298.76,60.5,76,75
DEL-11131,Electrical,Construction & Erection,8003.39,2884.17,3394.56,36.0,94,131
DEL-11132,Civil & Structural,Engineering & Design,1416.16,1132.12,1181.99,79.9,119,85
DEL-11133,Piping & Layout,Procurement & Fabrication,5771.44,4748.12,3934.94,82.3,72,80
DEL-11134,Piping & Layout,Procurement & Fabrication,5327.48,4105.96,3962.28,77.1,119,105
DEL-11135,Mechanical Equipment,Engineering & Design,5079.81,1669.29,1914.1,32.9,99,137
DEL-11136,Piping & Layout,Procurement & Fabrication,11268.06,4131.61,3571.13,36.7,83,72
DEL-11137,Instrumentation & Control,Pre-Commissioning,6422.42,6141.22,8359.09,95.6,72,86
DEL-11138,Civil & Structural,Engineering & Design,16033.85,2810.72,2929.23,17.5,49,34
DEL-11139,Civil & Structural,Engineering & Design,2219.7,1446.0,1514.43,65.1,28,38
DEL-11140,Mechanical Equipment,Engineering & Design,5479.34,1195.39,1123.67,21.8,29,36
DEL-11141,Electrical,Engineering & Design,5258.35,3515.28,3917.82,66.9,20,19
DEL-11142,Piping & Layout,Pre-Commissioning,2089.33,1529.54,1325.04,73.2,30,34
DEL-11143,Mechanical Equipment,Procurement & Fabrication,10562.19,2587.67,3531.48,24.5,101,126
DEL-11144,Mechanical Equipment,Procurement & Fabrication,31562.93,14204.35,17579.34,45.0,109,119
DEL-11145,Piping & Layout,Construction & Erection,4848.36,871.68,1035.24,18.0,60,59
